date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:17	922/922	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%222d034febc25f5f774bcc12534a7eb2bc%22	https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/feed/	libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/feed/index.html	(from https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/)
10:35:18	9792/9792	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2257041678-2640%22	https://s0.wp.com/wp-content/mu-plugins/social-logos/social-logos.ttf?51b607ee5b5cb2a0e4517176475a424c	s0.wp.com/wp-content/mu-plugins/social-logos/social-logos6de4.ttf	(from https://s0.wp.com/_static/??-eJx9i0EKQjEMBS9kDdVfXIlnyS+1jaRJafLx+uJCRBRXbx7MwH2ErOJFHPoWBm+VxACzk8qK8037bLaD3/pQ83BlpAnWcJLU1/6rTDMhB9aqn+cr8lZ6MWgLVNYV+Slc+jmmQzrFtMTj7QHFQEmu?cssminify=yes)
10:35:19	17931/17931	---MCZ	200	added ('OK')	text/html	etag:W/%22ab8274df5757a0f9c0c7b70d2782448b%22	https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/amp/	libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/amp/index.html	(from https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/)
10:35:22	15976/15976	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:20%20GMT	https://libanky.cilf.cz/2018/09/09/uvod/wordpress_test_cookie=test;%20path=/	libanky.cilf.cz/2018/09/09/uvod/wordpress_test_cookie=test;%20path=/index.html	(from https://libanky.cilf.cz/2018/09/09/uvod/)
10:35:22	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:19%20GMT	https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/?share=google-plus-1	libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/index386f.html	(from https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/)
10:35:22	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:18%20GMT	https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/?share=facebook	libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/index5a58.html	(from https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/)
10:35:22	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:18%20GMT	https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/?share=twitter	libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/index9a7b.html	(from https://libanky.cilf.cz/2018/09/10/prvni-den-na-slovensku/)
10:35:22	243/243	---M--	200	added ('OK')	image/png	etag:%225a6a9d22-f3%22	https://s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	(from https://libanky.cilf.cz/2018/09/24/mirime-zpet-domu/amp/)
10:35:25	12617/12617	---MCZ	200	added ('OK')	text/html	etag:W/%22ba0366f7666379a72880c866bccdaef8%22	https://libanky.cilf.cz/2018/09/09/uvod/amp/	libanky.cilf.cz/2018/09/09/uvod/amp/index.html	(from https://libanky.cilf.cz/2018/09/09/uvod/)
10:36:17	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:23%20GMT	https://libanky.cilf.cz/2018/09/09/uvod/?share=facebook	libanky.cilf.cz/2018/09/09/uvod/index5a58.html	(from https://libanky.cilf.cz/2018/09/09/uvod/)
10:36:17	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:25%20GMT	https://libanky.cilf.cz/2018/09/09/uvod/?share=google-plus-1	libanky.cilf.cz/2018/09/09/uvod/index386f.html	(from https://libanky.cilf.cz/2018/09/09/uvod/)
10:36:19	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Oct%202018%2008:35:23%20GMT	https://libanky.cilf.cz/2018/09/09/uvod/?share=twitter	libanky.cilf.cz/2018/09/09/uvod/index9a7b.html	(from https://libanky.cilf.cz/2018/09/09/uvod/)
10:36:19	5863/5863	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22e2d98f67adc78614c25f8cb8321de7d6%22	https://libanky.cilf.cz/author/cilfik/feed/	libanky.cilf.cz/author/cilfik/feed/index.html	(from https://libanky.cilf.cz/author/cilfik/)
10:36:20	15960/15960	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Oct%202018%2008:36:18%20GMT	https://libanky.cilf.cz/author/cilfik/wordpress_test_cookie=test;%20path=/	libanky.cilf.cz/author/cilfik/wordpress_test_cookie=test;%20path=/index.html	(from https://libanky.cilf.cz/author/cilfik/)
10:36:20	138021/138021	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225ae9e3fb-21b25%22	https://s0.wp.com/_static/??-eJyVUNGOAiEM/CGx0cTb3IPxWxCqloWCFNa7vz9ITm9zGqNPbaYz02nhkpSJXJALOAGLExlMX0snC5iNQlXJ1yOxgKcRBc4VK540W4/5P7mcMDRKqntAS9x9WU901IUiv0CWkZLyxKM6RFNFHeguzwNVr09iaxuI1V5nCFoK5tapOGHOZJvRDXvToWRtRnkmMv3oLrp1Vzax8bUv7yenv/Bz3LU/5+/fspyzHuwyOscq6MFhSS2XugJNswvb1Wa9WQ/Dx/DpfgAsH7s1	s0.wp.com/_static/index6f9a.html	(from https://libanky.cilf.cz/author/cilfik/)
